cnn,st_name,st_type,cnntext,the_geom
20150000,THOMAS,AVE,20150000,POINT (-122.38755070757185 37.72829372648621)
27236000,ANZA,ST,27236000,POINT (-122.46093126854589 37.77923467972321)
51225000,GIRARD,RD,51225000,POINT (-122.45290566350546 37.80197340783319)
28232000,ARMSTRONG,AVE,28232000,POINT (-122.3847597749529 37.721979429283365)
20220000,GALVEZ,AVE,20220000,POINT (-122.38583453874415 37.7396090167676)
34164000,TERRY A FRANCOIS,BLVD,34164000,POINT (-122.38657697061582 37.77128757008018)
21987000,CONRAD,ST,21987000,POINT (-122.43628448341373 37.73732390082829)
21050000,BANKS,ST,21050000,POINT (-122.41296403600884 37.73585734864658)
22138000,CONGO,ST,22138000,POINT (-122.44201021459192 37.72991094935339)
21888000,HARPER,ST,21888000,POINT (-122.42984027474307 37.74075294405143)
22766000,SAN ALESO,AVE,22766000,POINT (-122.46441981454429 37.73228370577475)
26942000,JACKSON,ST,26942000,POINT (-122.45248031497249 37.79018908070593)
23813000,BRANNAN,ST,23813000,POINT (-122.39484031969904 37.77966274333165)
21966000,ACADIA,ST,21966000,POINT (-122.43746203557858 37.73237740534082)
25152000,OFARRELL,ST,25152000,POINT (-122.41790141022435 37.78516721471742)
33504000,EUCALYPTUS,DR,33504000,POINT (-122.48442332934857 37.73101302579125)
24750000,KEARNY,ST,24750000,POINT (-122.40471058169905 37.794021380595424)
24870000,LOMBARD,ST,24870000,POINT (-122.40334871020374 37.804030125765905)
21967000,CHENERY,ST,21967000,POINT (-122.43555052465265 37.73479698599783)
22725000,SHIELDS,ST,22725000,POINT (-122.47163217932027 37.717876152419194)
25434000,TAYLOR,ST,25434000,POINT (-122.41402750574709 37.79936653452367)
26448000,ASHBURY,ST,26448000,POINT (-122.44806792957417 37.775599294893645)
25539000,GREEN,ST,25539000,POINT (-122.41989229702246 37.79813406111133)
34022000,CLIPPER COVE,WAY,34022000,POINT (-122.37132892672723 37.81600630565733)
21583000,SEARS,ST,21583000,POINT (-122.453887580734 37.709678770160934)
52038000,HEAD,ST,52038000,POINT (-122.46437564524194 37.71158557146715)
21997000,MIZPAH,ST,21997000,POINT (-122.4388633020946 37.73714201592243)
25611000,CLIPPER,ST,25611000,POINT (-122.42720003756178 37.74929572063489)
20393000,HAHN,ST,20393000,POINT (-122.41482182451918 37.71456599173616)
24604000,JESSIE,ST,24604000,POINT (-122.39891294673033 37.78963526891219)
21467000,MORSE,ST,21467000,POINT (-122.4415850908452 37.71238077738677)
26090000,21ST,ST,26090000,POINT (-122.43886431196626 37.755433637986016)
20472000,03RD,ST,20472000,POINT (-122.39562276054865 37.722431604087326)
22954000,14TH,AVE,22954000,POINT (-122.4701049394706 37.741425112279586)
22423000,EVELYN,WAY,22423000,POINT (-122.45344491659927 37.743407921453795)
25423000,POWELL,ST,25423000,POINT (-122.41083363896604 37.80023915936858)
52239000,I-280 S OFF,RAMP,52239000,POINT (-122.44917813046378 37.72300293796908)
27680000,33RD,AVE,27680000,POINT (-122.49147516626712 37.753579326166964)
33523000,SAN JOSE,AVE,33523000,POINT (-122.44795141997274 37.71892444298239)
53045000,CROAKER,CT,53045000,POINT (-122.37482139323212 37.824304394041754)
22615000,HOLLOWAY,AVE,22615000,POINT (-122.4622648957063 37.721694985971574)
24560000,MISSION,ST,24560000,POINT (-122.3966896943638 37.79046106843146)
25480000,POWELL,ST,25480000,POINT (-122.41214142441409 37.80675808341761)
23745000,17TH,ST,23745000,POINT (-122.39870336657502 37.765013941872205)
24341000,15TH,ST,24341000,POINT (-122.41764545252367 37.766805242311214)
21619000,EXCELSIOR,AVE,21619000,POINT (-122.42564957639424 37.72243538075941)
35145000,HARMONIA,ST,35145000,POINT (-122.41770564791125 37.711545162312156)
24575000,CLAY,ST,24575000,POINT (-122.39677157281722 37.79546611491833)
27804000,LINCOLN,WAY,27804000,POINT (-122.50083059522042 37.76440614088359)
23463000,45TH,AVE,23463000,POINT (-122.50354896406556 37.74181318952636)
24470000,FRANKLIN,ST,24470000,POINT (-122.42199256116703 37.78035498435089)
24506000,BEALE,ST,24506000,POINT (-122.3942762281187 37.789926229829106)
51835000,EVANS,AVE,51835000,POINT (-122.3734995225795 37.73449527875721)
24755000,MONTGOMERY,ST,24755000,POINT (-122.40304688358779 37.79421603816758)
54369000,HWY 101 SOUTHBOUND,,54369000,POINT (-122.45590391357449 37.802913601513104)
54101000,GENE FRIEND,WAY,54101000,POINT (-122.39264059432234 37.768619151968416)
54150000,STEUART,ST,54150000,POINT (-122.39386076904391 37.793772413186566)
24412000,NATOMA,ST,24412000,POINT (-122.41490974422602 37.774475690131844)
24183000,16TH,ST,24183000,POINT (-122.42188644607378 37.76491737814353)
21902000,DOLORES,ST,21902000,POINT (-122.4248450245984 37.74863258802419)
35005000,LA PLAYA,,35005000,POINT (-122.50883391918575 37.75599131095798)
24885000,05TH,ST,24885000,POINT (-122.40718462837042 37.783291992288895)
20833000,PERALTA,AVE,20833000,POINT (-122.4049372751075 37.7482227257025)
22264000,CONGO,ST,22264000,POINT (-122.44106381814645 37.73497306206242)
20799000,JERROLD,AVE,20799000,POINT (-122.39874695641926 37.74409606096679)
50368000,LARKIN,ST,50368000,POINT (-122.42171547231881 37.80400750173995)
22270000,CONGO,ST,22270000,POINT (-122.44201063437153 37.734403005379974)
50060000,BOYD,ST,50060000,POINT (-122.40647604245133 37.77441525786314)
52168000,HWY 101 N ON,RAMP,52168000,POINT (-122.40797080258619 37.738617484389444)
33325000,SAN BRUNO,AVE,33325000,POINT (-122.40681594746624 37.73452100782907)
23233000,24TH,AVE,23233000,POINT (-122.48091787032777 37.74094773187435)
33636000,CONGDON,ST,33636000,POINT (-122.42591971312004 37.73181577266718)
51033000,JURI,ST,51033000,POINT (-122.42210309079981 37.7499191912075)
21400000,MOSCOW,ST,21400000,POINT (-122.4323234004886 37.71503821903523)
51020000,LOWELL,ST,51020000,POINT (-122.44467619423727 37.70827801521952)
23685000,WISCONSIN,ST,23685000,POINT (-122.39845237942514 37.75219406550468)
26009000,ALPINE,TER,26009000,POINT (-122.43755640824584 37.769043357699196)
23852000,06TH,ST,23852000,POINT (-122.39858490784894 37.77288951125858)
20412000,VELASCO,AVE,20412000,POINT (-122.41765694293967 37.709471429682196)
30078000,VAN NESS,AVE,30078000,POINT (-122.42174988124752 37.788027214917044)
21421000,NAPLES,ST,21421000,POINT (-122.43791755526632 37.711770197760764)
51969000,LA GRANDE,AVE,51969000,POINT (-122.42418305111113 37.72359369967729)
24280000,TEHAMA,ST,24280000,POINT (-122.40662819966246 37.77931467474036)
26921000,CLAY,ST,26921000,POINT (-122.45048024592083 37.788647125209565)
25427000,MASON,ST,25427000,POINT (-122.4124713776874 37.80003239902511)
25643000,ELIZABETH,ST,25643000,POINT (-122.42808181361386 37.75241466659141)
26149000,18TH,ST,26149000,POINT (-122.44001089148365 37.760584929826045)
54038000,NADELL,CT,54038000,POINT (-122.44277980390144 37.708719105645194)
50580000,HENRY,ST,50580000,POINT (-122.43731257376987 37.766433784649074)
26589000,FILLMORE,ST,26589000,POINT (-122.43270617972178 37.78329259165351)
21225000,BENNINGTON,ST,21225000,POINT (-122.4177703975208 37.74056356909533)
51729000,BOUTWELL,ST,51729000,POINT (-122.4057243538702 37.736514098939416)
25558000,GREENWICH,ST,25558000,POINT (-122.41942540788264 37.801062214440186)
27754000,ORTEGA,ST,27754000,POINT (-122.49884224934962 37.751381160860916)
50086000,I-80 TO HWY 101,RAMP,50086000,POINT (-122.40580473525954 37.77033513519586)
21067000,POWHATTAN,AVE,21067000,POINT (-122.41136091338322 37.74139111252941)
33557000,JEAN,WAY,33557000,POINT (-122.44901056855994 37.78041456877599)
25574000,NORTH POINT,ST,25574000,POINT (-122.4203690463925 37.80572025584086)
23675000,17TH,ST,23675000,POINT (-122.3948287601771 37.76524760015595)
26038000,STEINER,ST,26038000,POINT (-122.4326486217241 37.77469266064596)
54121000,HERITAGE,LN,54121000,POINT (-122.41176739713443 37.70966247812155)
25929000,IVY,ST,25929000,POINT (-122.42471756288963 37.7771396618905)
51534000,CROOK,ST,51534000,POINT (-122.45092029626937 37.80464271371024)
33108000,SELBY,ST,33108000,POINT (-122.39332542540035 37.746709373649985)
27688000,33RD,AVE,27688000,POINT (-122.49173678943409 37.757305777754446)
54047000,GUERRERO,ST,54047000,POINT (-122.42229101115944 37.744997713236934)
22763000,WESTGATE,DR,22763000,POINT (-122.46375547992285 37.73152705475423)
33352000,UNNAMED 070,,33352000,POINT (-122.4400785581508 37.7127880813319)
51545000,FERNANDEZ,ST,51545000,POINT (-122.45626629240054 37.79659788487631)
23839000,RITCH,ST,23839000,POINT (-122.3963822542704 37.7808935073391)
51585000,GRAHAM,ST,51585000,POINT (-122.4555211769963 37.802445787118835)
51275000,LINCOLN,BLVD,51275000,POINT (-122.45510149835953 37.801103242437854)
54365000,FRANCISCO,ST,54365000,POINT (-122.42169904331568 37.80383705266926)
27734000,PINO,ALY,27734000,POINT (-122.49469306725737 37.76092062352409)
26672000,PACIFIC,AVE,26672000,POINT (-122.43638103462602 37.79313672052743)
33105000,CARGO,WAY,33105000,POINT (-122.3831182202595 37.74388333664672)
33542000,GLADIOLUS,LN,33542000,POINT (-122.47278166208545 37.73066576296)
20880000,WAYLAND,ST,20880000,POINT (-122.41296908060511 37.72385821476159)
27721000,LINCOLN,WAY,27721000,POINT (-122.4901162276597 37.76488064628067)
30729000,DAVIS,ST,30729000,POINT (-122.39738344595379 37.7924055215235)
22617000,BRIGHT,ST,22617000,POINT (-122.4635816475789 37.721686104377625)
27461000,MARTIN LUTHER KING JR,DR,27461000,POINT (-122.4823718565432 37.76677018546112)
27628000,HWY 1 SOUTHBOUND,,27628000,POINT (-122.4726257903175 37.786314806530186)
24880000,MONTGOMERY,ST,24880000,POINT (-122.40535724087074 37.80569594360896)
51046000,AMATISTA,LN,51046000,POINT (-122.42927399592222 37.738058461836324)
27719000,30TH,AVE,27719000,POINT (-122.48904208316908 37.76492885703604)
25118000,TAYLOR,ST,25118000,POINT (-122.41355854392435 37.7970385146288)
24009000,19TH,ST,24009000,POINT (-122.4090328254686 37.76054303740296)
22622000,SAN RAMON,WAY,22622000,POINT (-122.45732888268803 37.726187323028135)
20938000,BACON,ST,20938000,POINT (-122.41543673214808 37.724533760974204)
33124000,VERMONT,ST,33124000,POINT (-122.4036451159715 37.7557354642568)
21433000,AMAZON,AVE,21433000,POINT (-122.43704606238484 37.716007827148815)
53061000,WHITING,WAY,53061000,POINT (-122.3635014626964 37.812787998663374)
27148000,10TH,AVE,27148000,POINT (-122.46725314127181 37.76212797886586)
24674000,CALIFORNIA,ST,24674000,POINT (-122.39878164732016 37.7933591000684)
27471000,20TH,AVE,27471000,POINT (-122.4789716977469 37.774681100388904)
28033000,SEACLIFF,AVE,28033000,POINT (-122.48805918603082 37.78868241777895)
23567000,03RD,ST,23567000,POINT (-122.38868401631518 37.761766444514535)
50907000,LUNDYS,LN,50907000,POINT (-122.41793288137578 37.74534141864549)
21820000,MISSION,ST,21820000,POINT (-122.42470256172831 37.735369870646416)
20469000,GILMAN,AVE,20469000,POINT (-122.39373692835439 37.721408460755335)
26138000,DOUGLASS,ST,26138000,POINT (-122.4391673084633 37.75902774778002)
33079000,26TH,ST,33079000,POINT (-122.3818541555509 37.7518848870955)
26847000,LYON,ST,26847000,POINT (-122.44558863633709 37.788363751858554)
28022000,MCLAREN,AVE,28022000,POINT (-122.48947608046537 37.78625157733542)
24177000,RONDEL,PL,24177000,POINT (-122.42123959382516 37.764956459624706)
26579000,BUCHANAN,ST,26579000,POINT (-122.43182783287233 37.795644120830666)
33690000,ALEMANY,BLVD,33690000,POINT (-122.4074344254984 37.73602174969414)
23042000,SERRANO,DR,23042000,POINT (-122.47705260858473 37.72008126987377)
23775000,16TH,ST,23775000,POINT (-122.40364305530834 37.76601706840652)
23980000,TREAT,AVE,23980000,POINT (-122.41283855448904 37.75096808864167)
54209000,EAST CRYSTAL COVE,TER,54209000,POINT (-122.3939422549631 37.712200060920544)
26109000,MARKET,ST,26109000,POINT (-122.44224350223715 37.75675458375107)
25693000,ALBION,ST,25693000,POINT (-122.42277486542045 37.764038922126105)
34063000,AVENUE I,,34063000,POINT (-122.36793674399009 37.824039570981164)
26085000,23RD,ST,26085000,POINT (-122.44077351082095 37.75249826248015)
33716000,CHURCH PARKING LOT,,33716000,POINT (-122.47880891495714 37.71430115207867)
51019000,WHITTIER,ST,51019000,POINT (-122.44701230172015 37.70784625785359)
22908000,SAN BUENAVENTURA,WAY,22908000,POINT (-122.46535096066583 37.73498892558065)
50258000,KIMBALL,PL,50258000,POINT (-122.41620029305845 37.79164587220304)
21818000,COLLEGE,AVE,21818000,POINT (-122.42385232366223 37.734563373152255)
20962000,FELTON,ST,20962000,POINT (-122.41840394093373 37.7264254187444)
27581000,ARGUELLO,BLVD,27581000,POINT (-122.45945253694194 37.78930094998166)
25742000,ELIZABETH,ST,25742000,POINT (-122.43416278128328 37.752092107470304)
27851000,BALBOA,ST,27851000,POINT (-122.4962587634859 37.77576380496523)
33617000,SAN BRUNO,AVE,33617000,POINT (-122.40556650968958 37.76330275796832)
22696000,GARFIELD,ST,22696000,POINT (-122.46535709482579 37.71968540847297)
33575000,09TH,AVE,33575000,POINT (-122.46602394694438 37.74750767920206)
25226000,PINE,ST,25226000,POINT (-122.4221352081518 37.78941206202938)
22641000,NORTHWOOD,DR,22641000,POINT (-122.45682532239141 37.72956803098811)
25593000,NORTH POINT,ST,25593000,POINT (-122.41707727855032 37.80614124719194)
25321000,COLUMBUS,AVE,25321000,POINT (-122.40666793128325 37.797864612825016)
26411000,COLE,ST,26411000,POINT (-122.45033451925678 37.76766488124188)
52015000,SAUL,ST,52015000,POINT (-122.40812613087725 37.73528662938504)
51431000,25TH,AVE,51431000,POINT (-122.48542559870735 37.78982501367426)
23165000,MELBA,AVE,23165000,POINT (-122.47835093274657 37.732588477451614)
23925000,COLUMBIA SQUARE,ST,23925000,POINT (-122.40489615238322 37.77662017109558)
27596000,CALIFORNIA,ST,27596000,POINT (-122.46457215940953 37.78499397291913)
51429000,WOOL,CT,51429000,POINT (-122.47333565619985 37.79918419742896)
20590000,TIOGA,AVE,20590000,POINT (-122.40773305492307 37.717170929345144)
30062000,GRENARD,TER,30062000,POINT (-122.42289378551605 37.80060120041333)
30016000,KAPLAN,LN,30016000,POINT (-122.39877437160156 37.78475518757631)
50718000,UTAH,ST,50718000,POINT (-122.40515881630306 37.75128107449029)
21923000,BOSWORTH,ST,21923000,POINT (-122.43112276420719 37.73318018624362)
22413000,GLENVIEW,DR,22413000,POINT (-122.44787040768927 37.746914922831174)
20200000,DEDMAN,CT,20200000,POINT (-122.38571301015273 37.73660112873333)
24499000,LANSING,ST,24499000,POINT (-122.39344473330961 37.78647233806569)
50881000,MERCURY,ST,50881000,POINT (-122.40094445005509 37.73077851904117)
23446000,43RD,AVE,23446000,POINT (-122.50100999572122 37.73632350651077)
50641000,UNNAMED 038,,50641000,POINT (-122.45413337732299 37.74049541919487)
22143000,HAVELOCK,ST,22143000,POINT (-122.44425438552146 37.72673913601811)
21153000,FOLSOM,ST,21153000,POINT (-122.41321294431808 37.741473571716256)
51983000,03RD,ST,51983000,POINT (-122.39802906887772 37.7182041575026)
23232000,23RD,AVE,23232000,POINT (-122.47984773784947 37.74099528901853)
25368000,CHILD,ST,25368000,POINT (-122.40741958569282 37.80257200353203)
24164000,MISSION,ST,24164000,POINT (-122.41947628751294 37.76305084004815)
20473000,03RD,ST,20473000,POINT (-122.39627284207629 37.720981530278536)
20526000,REDDY,ST,20526000,POINT (-122.39505769085041 37.731054499673064)
27303000,CLEMENT,ST,27303000,POINT (-122.46870448163654 37.78275091718139)
22938000,MONTEREY,BLVD,22938000,POINT (-122.47132240135127 37.733235430757645)
24532000,HOWARD,ST,24532000,POINT (-122.39603476568855 37.78853593065227)
25597000,LEAVENWORTH,ST,25597000,POINT (-122.41890804430966 37.8068630311054)
20132000,OSCEOLA,LN,20132000,POINT (-122.38194855643215 37.731529135653616)
24945000,JONES,ST,24945000,POINT (-122.41296966700637 37.7857895845294)
27438000,IRVING,ST,27438000,POINT (-122.48783871364348 37.76308976951753)
25873000,15TH,ST,25873000,POINT (-122.4277573479705 37.766194223911796)
51091000,RAMSELL,ST,51091000,POINT (-122.4662272741639 37.71722698466157)
20463000,JENNINGS,ST,20463000,POINT (-122.39710641197463 37.71769706553981)
33651000,DELLBROOK,AVE,33651000,POINT (-122.45334516752543 37.75669798127708)
25445000,MASON,ST,25445000,POINT (-122.41275443458048 37.80143000181329)
51968000,EXCELSIOR,AVE,51968000,POINT (-122.42523918223507 37.72223973890749)
26926000,EUCLID,AVE,26926000,POINT (-122.45187543765587 37.784126741296326)
51155000,KEMPTON,AVE,51155000,POINT (-122.46844424871038 37.71226171002535)
20769000,CHARTER OAK,AVE,20769000,POINT (-122.40454403407779 37.73434320186693)
50603000,FARVIEW,CT,50603000,POINT (-122.45144270966392 37.754743270226975)
23675000,MISSISSIPPI,ST,23675000,POINT (-122.3948287601771 37.76524760015595)
52130000,I-280 N ON,RAMP,52130000,POINT (-122.4460616045886 37.7258953073401)
32981000,SUNVIEW,DR,32981000,POINT (-122.44709056833841 37.74685611277467)
54004000,TOLL PLAZA TUNNEL,,54004000,POINT (-122.47602066588829 37.80689435456077)
20072000,PALOU,AVE,20072000,POINT (-122.37999185764788 37.72778541385136)
20765000,SILVER,AVE,20765000,POINT (-122.40434481245991 37.73314373042966)
50569000,ORD,CT,50569000,POINT (-122.43960979852056 37.763487643030466)
26074000,TURK,ST,26074000,POINT (-122.43707186511625 37.77986739585812)
25510000,HAVENS,ST,25510000,POINT (-122.4174925390034 37.79990625842892)
51654000,KEY,AVE,51654000,POINT (-122.3949006127188 37.71831105108247)
21441000,MADRID,ST,21441000,POINT (-122.43780526345118 37.71494004815174)
23839000,BRYANT,ST,23839000,POINT (-122.3963822542704 37.7808935073391)
22000000,ONIQUE,LN,22000000,POINT (-122.43853858750244 37.739499007344236)
20892000,SOMERSET,ST,20892000,POINT (-122.40805188814218 37.72779971177879)
21895000,VALLEY,ST,21895000,POINT (-122.42674618552257 37.74449740743568)
52170000,HWY 101 NORTHBOUND,,52170000,POINT (-122.4079001561709 37.739674096435344)
50854000,BAY SHORE,BLVD,50854000,POINT (-122.40522821124199 37.70836125118881)
27883000,37TH,AVE,27883000,POINT (-122.49731872787429 37.77571541448424)
27392000,LAWTON,ST,27392000,POINT (-122.48316145789677 37.75768384709087)
27562000,EUCLID,AVE,27562000,POINT (-122.45904455331525 37.7838266043324)
54084000,19TH,AVE,54084000,POINT (-122.4751255699255 37.73601276193856)
23890000,BRANNAN,ST,23890000,POINT (-122.4009815676145 37.77480877591955)
23417000,QUINTARA,ST,23417000,POINT (-122.4942970810539 37.747840996741054)
25869000,HAIGHT,ST,25869000,POINT (-122.42715844548665 37.77252491741281)
23191000,RIVERA,ST,23191000,POINT (-122.47381607943727 37.74687408394603)
20466000,KEY,AVE,20466000,POINT (-122.39695435177666 37.71947657895616)
23738000,CAROLINA,ST,23738000,POINT (-122.40014269840863 37.759792383451774)
51377000,BROWN,ST,51377000,POINT (-122.47292844226759 37.78813630148316)
21452000,WINDING,WAY,21452000,POINT (-122.43948087724216 37.70999344703349)
24696000,BATTERY,ST,24696000,POINT (-122.40068133733662 37.79677684324434)
33494000,DIGBY,ST,33494000,POINT (-122.4330599005808 37.74004785639271)
33625000,LYON,ST,33625000,POINT (-122.44827914540346 37.8047242250219)
20364000,ARLETA,AVE,20364000,POINT (-122.4088955347269 37.71447895557799)
